COLUMN1,COLUMN2,COLUMN3,COLUMN4,COLUMN5,COLUMN6,COLUMN7,COLUMN8,COLUMN9,COLUMN10,COLUMN11,COLUMN12,COLUMN13,COLUMN14,COLUMN15,COLUMN16,COLUMN17,COLUMN18,COLUMN19,COLUMN20,COLUMN21,COLUMN22,COLUMN23,COLUMN24,COLUMN25,COLUMN26,COLUMN27,COLUMN28,COLUMN29,COLUMN30,COLUMN31,COLUMN32,COLUMN33,COLUMN34,COLUMN35,COLUMN36,COLUMN37,COLUMN38,COLUMN39,COLUMN40,COLUMN41,COLUMN42,COLUMN43,COLUMN44,COLUMN45,COLUMN46,COLUMN47,COLUMN48,COLUMN49,COLUMN50,COLUMN51,COLUMN52,COLUMN53,COLUMN54,COLUMN55,COLUMN56,COLUMN57,COLUMN58,COLUMN59,COLUMN60,COLUMN61,COLUMN62,COLUMN63,COLUMN64,COLUMN65,COLUMN66,COLUMN67,COLUMN68,COLUMN69,COLUMN70,COLUMN71,COLUMN72,COLUMN73,COLUMN74,COLUMN75,COLUMN76,COLUMN77,COLUMN78,COLUMN79,COLUMN80,COLUMN81,COLUMN82,COLUMN83,COLUMN84,COLUMN85,COLUMN86,COLUMN87,COLUMN88,COLUMN89,COLUMN90,COLUMN91,COLUMN92,COLUMN93,COLUMN94,COLUMN95,COLUMN96,COLUMN97,COLUMN98,COLUMN99,COLUMN100,COLUMN101,COLUMN102,COLUMN103,COLUMN104,COLUMN105,COLUMN106,COLUMN107,COLUMN108,COLUMN109,COLUMN110,COLUMN111,COLUMN112,COLUMN113,COLUMN114,COLUMN115,COLUMN116,COLUMN117,COLUMN118,COLUMN119,COLUMN120,COLUMN121,COLUMN122,COLUMN123,COLUMN124,COLUMN125,COLUMN126,COLUMN127,COLUMN128,COLUMN129,COLUMN130,COLUMN131,COLUMN132,COLUMN133,COLUMN134,COLUMN135,COLUMN136,COLUMN137,COLUMN138,COLUMN139,COLUMN140,COLUMN141,COLUMN142,COLUMN143,COLUMN144,COLUMN145,COLUMN146,COLUMN147,COLUMN148,COLUMN149,COLUMN150,COLUMN151,COLUMN152
cat,77.76549527,18.48773454,2.16528415,-2.607758525,-19.11698249,0.777850874,5.316099941,-3.278872062,0.629422779,1.711763759,-18.73069177,4.714409587,27.43496064,-3.415794728,11.89035163,9.034253907,1.954770502,8.556486338,-1.876369628,-13.93787291,5.296726977,5.59124836,-1.349743026,-38.8721516,101.5579323,19.97052063,-7.000224395,17.18757038,2.642288532,-3.397315949,0.623176737,-3.103706404,-0.884699389,-3.419162183,-6.175003153,8.819334113,-118.2709636,94.7020779,7.918154287,17.22713387,4.146655138,12.97092699,16.71394776,8.676734747,1.517071197,4.099732908,-2.803134285,-69.73004242,82.28963987,-29.35479287,-1.585656912,4.408100541,-3.430224407,-7.724719838,3.638337221,5.08576596,-0.674885791,-0.040143585,-10.79164101,6.802773904,4.616243611,27.39500936,2.495267421,-1.332619121,-1.195762636,-3.411279606,6.656089472,-1.767928433,3.748301394,-2.199068213,2.517321228,-7.72038712,20.27170424,-9.707395529,-34.18057897,1.217509128,0.070183641,-14.51093475,-12.66169611,7.671308566,-5.278269896,-13.32489032,-11.05854599,4.008233184,15.5211412,10.9555246,-37.02848082,2.43197635,-3.514731586,-0.527973913,-6.428776689,-7.784814206,3.883286362,-1.761056152,-2.992117179,-0.017731907,-4.33288097,1.866945388,2.942625045,-7.886405004,-2.980386294,-1.853977509,-0.639362679,-1.7493105,2.733103269,-0.917864717,0.149006584,-0.817500339,-2.060537124,-0.009327327,1.008327723,-3.714872657,-1.627480428,1.899583296,0.43613899,2.284091435,-0.419683376,0.249251984,-1.143768547,-2.11160058,-0.49978284,0.896430572,-0.629132603,-3.112820634,-1.333863744,1.251119804,-0.016002132,-2.667792013,0.952483551,-0.059714721,-1.905555815,0.20086907,-1.893192354,-0.747627254,-0.490045126,-3.772590313,2.532720194,0.025050107,-0.138849924,0.605693766,0.955131351,0.103950623,0.960030378,-1.551398684,-0.796434337,-0.260304759,0.567687648,1.642978785,0.254967115,-1.851624106,-0.869371177
cat,-64.36508075,-21.15803972,-33.68952058,9.258247419,4.81696611,9.488864537,5.622936315,-5.848013706,-2.870543217,3.161945896,-4.765791999,2.310702572,-6.422616749,-0.545750094,-1.248155736,-2.006430762,1.438439623,-0.071532195,2.320682822,-4.412894714,2.669992718,-0.982280612,0.448153465,2.140907918,-2.064547219,-0.245640974,-0.643436068,-1.295110318,0.690398889,-0.768677088,-2.441112997,-0.475070696,-1.487244042,-0.732112665,0.580707232,-0.089580748,-0.952739131,-0.158920896,-0.823519637,-1.531653955,-2.2733695,2.740205038,-0.663788948,-0.52727217,1.055373287,1.037752226,-0.255280497,-1.609829219,-0.398660072,-0.280587768,-0.343887714,0.882297668,0.069089385,-0.466327741,-1.292289378,-0.746192665,0.932046917,1.325963514,-2.053147362,0.257427718,1.964719288,0.389039453,0.277484255,0.822423843,0.400515727,0.241108217,-0.319492204,0.544873244,0.509490107,1.00211593,0.153292854,0.557965022,-0.369222563,-0.16098738,0.717290067,-0.47386951,-0.11304701,0.439025882,-0.025942814,0.245359424,-0.088149575,-0.387634096,-0.653582456,-0.164734185,-0.094077077,0.510178323,-0.046157585,-0.234466815,-0.33256699,0.189660376,-0.048139483,0.163722803,-0.1008297,0.194390582,0.168678741,-0.030062028,0.117341713,-0.377740518,-0.287418974,-0.452138342,0.166837722,0.307717542,0.563904777,-0.293855118,-0.226677871,-0.285264638,0.390616038,-0.029814044,0.234492995,0.162358999,0.005886461,-0.174166185,-0.166958145,-0.187151161,0.373471759,0.10473437,0.065261686,0.098269502,0.100173221,0.126550142,0.25924682,-0.215077195,-0.110125356,0.290041929,0.250590987,0.15488858,-0.344960503,-0.449461,-0.027528228,0.419934913,0.64471826,-0.5395239,-0.339412637,0.401127445,0.285872543,0.202297831,0.255378894,-0.112842847,0.091764094,0.207523329,0.169450433,-0.063477465,0.149530542,0.078153039,0.089192775,-0.255765834,-0.120461054,-0.025606848,0.211859969,0.020054109,-0.370107923
cat,1.078334089,1.459369625,3.826962543,2.732864841,1.12593122,0.883604143,1.983557053,-12.36018217,5.966070225,-0.498632641,3.027202779,1.697114285,34.95266418,-1.54333352,27.14216096,35.61240507,-34.30290407,-69.66592148,167.1244524,-30.88748749,-14.79624198,6.535828409,14.86197809,32.35226924,-141.8875196,70.95647179,24.55777108,9.07189874,-21.8054332,-36.98217406,146.0877459,81.1938377,101.4065362,-10.63570136,-18.04548874,-6.814628139,4.838437318,-6.601825002,-0.045319443,-1.476042275,3.435539075,5.172682081,-9.410517106,-0.687693518,-1.134591638,-0.995814083,-1.162136491,-0.325697002,-0.207496833,-0.433463006,-0.691685302,-0.465529466,-0.325651741,-0.47068784,-0.336234319,-0.428254985,-0.555501318,-0.322259318,-0.512272108,-0.391944374,-0.319957095,-0.4953797,-0.257390085,-0.351855117,-0.264702394,-1.208674075,1.798729925,-1.338955497,-0.073859443,-0.639052058,-0.240450068,-0.494010197,-0.094311328,-0.315906516,-0.430416044,-0.168113107,-0.531182672,-0.363116291,-0.33375312,-0.30734818,-0.436125575,-0.372747959,-0.329776165,-0.284664259,-0.231049575,-0.356437626,-0.339522385,-0.279557496,-0.224037849,-0.30183755,-0.240668186,-0.324063428,-0.309071526,-0.252318943,-0.214124936,-0.558541628,-0.399224088,-0.233539875,-0.221177408,-0.206981232,-0.273550126,-0.295239515,-0.327359614,-0.112433753,-0.476251261,0.387264415,-0.055089163,0.001518227,-0.458657471,0.601812262,-0.370481838,0.140140322,0.009418586,-0.127772487,1.680443299,0.005706043,-0.018808874,-0.389859951,-0.381423071,-1.01990212,-0.417896151,-0.050272054,0.152982159,-0.293817136,-0.263753081,-0.604359767,0.022710895,0.118274821,-0.31918646,-0.198425246,-0.171850548,-0.125573535,-0.23619607,-0.404565578,-0.44032837,-0.361141264,-0.485632386,-0.147921034,-0.33783725,-0.256935731,-0.262338673,-0.230570826,-0.194375685,-0.261970551,-0.286332,-0.265923892,-0.268955019,-0.282579461,-0.250086174,-0.238280779,-0.262707342
cat,0.32051512,-0.649055111,-2.039627268,-4.790853673,2.757845209,0.113571641,-4.500640253,81.14679493,-23.56088123,2.674309424,28.29531522,20.39645434,-5.038902138,-1.229934821,0.69711381,64.98674462,-44.19262454,-24.83661603,19.66996517,-14.15620276,45.80300879,-28.92325189,22.83625489,6.202323233,9.142775385,-4.458751464,11.53855609,-18.14530478,36.21828087,-9.479733541,6.025540153,27.75348636,-18.14537296,32.61219094,-24.40171149,-40.32542671,13.28174626,-5.23646248,0.928932113,7.828477993,14.3444371,42.6549803,16.02385378,-21.87666258,-15.34589257,12.82572508,-6.871734732,-0.340983877,-10.57808089,-9.990145002,-15.53100961,-2.007190012,-13.7433199,8.471672597,48.53607389,-29.03111401,-5.84829647,-3.901428549,-7.064572916,0.447044358,-0.774708771,1.778631338,-3.087645058,-0.818652309,-5.620163303,-7.793154969,9.307099448,0.868626764,2.099304559,3.1286699,2.57448558,-2.783622203,-0.028957795,8.034581165,-10.68926742,-11.33211587,-22.54745391,60.57458354,-3.646505173,-1.204164692,-4.257812235,-10.21324929,-13.9520949,-16.61272128,13.42940126,3.637457522,22.34558506,9.950043273,-1.808645321,3.813669825,-8.006906909,-0.520611991,0.272638854,1.827639281,-0.007956845,-2.826112678,-2.842054293,2.298796974,-5.441291929,8.676091693,-1.902156495,0.363183576,-1.016544793,-0.025289909,-0.499536423,-0.480518017,-3.196724231,-1.191156624,-0.768921081,1.295572019,-2.711084163,0.862468538,-0.400316396,-4.852757364,2.035439189,-4.63274192,2.192674051,-6.647580109,-4.814181863,-0.992494423,1.251214445,-9.407105426,5.249782109,5.639702047,-6.065411867,-0.264385091,4.45180168,1.813556963,-4.799739649,0.041998634,4.584729524,1.566799518,-1.36680065,-0.577523848,1.213310764,-1.151857148,0.085458737,0.677141705,1.28369368,-1.068382435,-2.273046008,-3.665484773,1.269956187,-1.823046313,-0.094424631,-0.593601088,-0.013436569,-0.302204343,-0.391529036,-0.490619243,-0.250980053
cat,-3.028124135,-17.45532543,44.63365961,-10.94955715,-19.38100906,0.339819089,8.748585707,6.863077492,-4.488186481,2.124645509,-28.16144989,1.797846558,-0.912793858,-0.207008352,-0.692961257,-18.21200177,-9.776960408,-1.663961522,-5.082575474,6.181199998,-34.4737702,-36.8019549,5.025030346,-23.41719996,-0.329891911,8.50627732,-7.096182527,7.219630647,-32.37733211,-10.50961403,16.29201112,72.60120609,71.33443816,-23.88395076,14.75265928,-66.16260956,-13.69762713,-12.80685882,10.26411816,-6.125430729,-15.95850881,-14.03327773,27.89524022,-14.4503979,19.81471569,-50.00580015,71.22715608,-50.64608866,-24.87121405,1.039298923,1.42279405,12.20853087,1.119745865,4.67577,25.28506725,-14.66137285,40.40594544,-4.570664324,25.3074937,14.68428135,-0.242549601,-3.850383769,-19.27680656,12.05482719,-13.47129371,20.22927351,10.01896544,-26.35237195,-29.81105658,1.195786774,29.59880038,-23.26293784,13.04364898,11.92030569,19.05696318,11.13966937,-0.303435689,-7.300665891,-1.801588998,4.243310389,26.33231124,-11.26152177,0.274761704,-15.878733,-2.073295513,5.460186481,-1.237986321,3.066641327,24.38561976,-4.192907293,5.543468121,44.13685435,33.24386693,-17.40863706,6.249337128,-10.67746258,2.876699104,6.739616561,2.663935003,11.024192,-1.922675306,7.056999349,-26.4014855,3.126383614,-6.672495875,27.90785206,8.205374027,-20.19738399,8.943630389,-4.93659326,-10.29937213,1.996500779,-0.899228067,11.26912766,4.254909897,7.236075347,5.239988081,7.027110328,4.097343828,-6.789659951,0.931122723,4.775136521,6.475507214,-1.394798253,0.300675017,-5.557407913,2.62621843,10.00840208,5.321564951,5.043347945,-5.457062077,-4.619494209,9.810011414,-0.669572292,-0.080373594,-1.326207203,3.981216135,-0.111790589,0.653395089,-0.058346248,-1.836883608,-2.215674534,2.534807918,-4.32245809,0.530538069,2.791683276,-1.706567149,-0.417137476,-1.912748754,-2.328842235,4.08834546
cat,3.165119474,-27.37759667,8.926318468,-4.843026441,-27.70703386,-32.51194071,21.42777535,-0.461418894,-1.758171826,10.77052634,-12.38439744,-6.195917893,9.425493495,2.734713656,-16.99442312,12.14077034,-19.96150427,-2.439657686,-19.47661706,29.06017973,-13.48157644,8.763516723,-12.72647742,-7.645092838,8.669329386,0.62394781,-7.908676351,-3.887351187,16.19163504,150.9675584,46.59101626,-8.785448269,3.305348856,-4.154529357,2.578262559,-10.11361536,2.553807534,-0.504023005,-2.223456649,1.662849583,-2.343950032,9.72589012,-4.152397636,2.20749888,-22.88137979,-4.929965835,2.148006774,-17.06971075,-10.66735983,6.742086243,19.48581152,5.640400566,10.97201577,5.87400111,13.40217881,-1.253483982,6.438879835,-1.27986347,8.360284538,3.956620429,4.913598612,-1.614678163,-7.010289296,-3.92909827,2.758877704,-11.35236511,3.328146012,-2.493631315,1.304862903,-0.737722466,-0.171421066,1.457220389,0.116460123,-5.412013714,2.737068863,1.001386019,-0.452443258,0.69998083,-2.72186823,0.296130785,-0.969863248,-2.901698418,0.286077261,-1.330908963,-3.410550639,0.634137767,1.684933461,1.514978705,-0.866226311,-2.207215623,0.940402405,-0.555700166,0.232095354,1.584133409,0.262383887,-2.002660798,-1.662323237,-1.442927952,0.519718685,2.57333527,-1.365728023,0.181262871,0.059152477,-1.276890001,-1.003729277,-1.215854088,1.406851532,-0.739363734,1.42111589,-0.191762495,-0.542699966,-1.309153754,1.24979187,2.79303175,0.10273954,-1.268297193,-1.244833887,-2.622530014,-0.353772428,-1.05233496,-0.058415834,-2.446459206,-2.713471538,0.525225968,0.240846675,0.157727371,2.02004117,-1.189923435,-0.654457066,-2.270948786,-0.20988442,1.457398831,1.488399526,1.341379233,0.693825064,-0.744427025,-0.698810845,0.607565434,-1.390887713,1.740825088,0.197521178,-2.642590149,-1.639355986,-1.484880468,2.735988356,-1.851062507,0.382452189,-1.072597515,-1.682508138,0.505560603,-0.434649747
cat,-0.023220815,-0.699492593,1.124434674,0.408691786,-1.683279155,-0.144859923,0.283593442,-0.245505727,-1.742976112,-0.7805951,-1.557040392,7.646876348,-8.44573674,-7.378110951,-0.945084626,1.044805325,-5.466816305,-4.843199191,5.751674808,4.963041197,14.54710663,10.63926571,-4.302518849,6.02063896,-1.885899406,-0.15956529,2.52386335,-0.529695337,-0.180556622,2.426514962,148.6117757,-16.50723846,-11.24559068,-5.589846295,-0.64625442,-0.636678372,5.0935889,24.47820498,15.81501234,0.066200625,4.508733428,-26.71999566,21.78391001,5.202769315,20.09477805,-14.19784581,2.597272299,-1.957345866,-1.092248643,2.432753391,-5.869150569,-6.164058041,0.551979074,1.002031645,-0.489674005,5.235759678,-0.288340561,-2.1620976,-0.109147135,-2.394964056,11.1026582,-7.918673977,-1.691920866,6.176585498,0.272658024,-2.974315397,0.494082591,1.816822026,-4.027392737,-1.770192472,4.890060203,2.612694487,0.968858813,0.713150523,1.338122762,0.48565871,2.70871014,-1.052274381,-0.71869038,0.821755603,-1.629334782,-1.342914971,1.098350286,-0.20311048,-0.48741096,-0.31912259,-0.344096111,-0.028909524,-0.614688703,-0.03544542,0.646282971,0.286878752,-0.143148938,-0.387446227,-0.048562527,-0.131019151,0.163720029,0.193989977,0.572289904,-0.170596831,0.142530169,0.136671158,-0.018112281,0.109299946,0.240629689,0.199684237,-0.281913432,0.10393594,0.198003959,0.003775161,0.048911615,-0.907766681,0.03226496,0.253893202,-0.423253893,0.225065515,0.228588092,0.588817903,-0.845709004,0.359589382,-0.750346705,-0.793488683,-0.384101315,0.342931237,0.999362134,-0.594801141,-0.048602109,0.078129617,-0.012796124,0.449138115,-0.498693326,-0.553315629,-0.6562584,-0.394162114,-0.658745382,0.575380295,-0.001705543,-0.37975256,0.365901892,-0.006805549,0.261561829,0.046283843,0.892454224,-0.58299204,-0.190868749,0.106827699,0.089064618,0.087958368,-0.255153397,-0.171398654,0.947604679
cat,2.999913616,7.064255487,-0.700810399,8.053854719,-0.877908835,8.323649661,-37.04905431,-22.01916831,105.4653517,5.193712062,14.29078561,-5.956651735,-2.400181682,20.2368617,-100.8106847,161.5736172,-5.081254184,101.812886,-50.18229563,51.72786782,19.80882648,-6.487970125,-1.1055004,8.788123569,-2.531402097,8.345219256,21.43374433,15.13456101,-13.08711613,-12.01169728,-42.19367943,-11.12140273,-11.44361321,-0.0936621,-8.330976541,0.369304003,-3.729585725,1.005441503,-9.907550847,-8.274226347,-21.34366195,-9.728353623,-1.85413987,11.04340004,6.564610234,5.52417927,0.883734475,-12.66712324,15.12525477,-5.857575753,-7.085891595,0.624286835,4.659399313,9.240263483,5.1549383,-0.95068669,1.265450726,0.473256569,1.053256894,1.025905791,-0.892257402,2.661398815,4.183198047,-0.102966107,-0.89628164,2.579315006,1.057969651,4.472339296,0.124586235,-6.636733026,0.096345398,1.075467861,-0.320210932,-1.682230096,0.223150447,2.65131788,-2.344717998,0.160181764,-0.704781452,-9.147208885,5.879716261,-0.504621011,-0.14197763,-0.507689638,1.320814092,-1.727708307,-0.105521974,2.338826704,1.797268109,-0.548837478,-1.838878201,-0.910697682,0.383062105,-0.016302595,0.381019914,-0.38610751,-1.489088428,-2.014773757,2.229130464,0.152517252,0.110940643,-1.224347123,1.5048894,1.91876782,1.221789528,1.584118235,0.944567633,0.16700514,0.493038704,0.153434138,-2.634486739,0.271646529,-0.824425016,-0.306026099,-0.149789445,-1.606627689,0.710762961,0.29463167,-1.058885505,0.641243694,0.937848797,0.225910126,-0.792592189,-0.622105347,0.257464466,-0.121541925,0.685375902,-0.792974293,1.036336292,-0.585567557,0.036468056,0.273586571,0.05013189,0.312607202,0.028720307,0.160173478,-0.139704358,-0.199270417,-0.111213401,0.117016481,-0.199151796,0.035767884,-0.272848623,-0.241171699,0.356507372,0.249517394,0.114036538,0.006691184,0.055214612,-0.155864201,0.076667107
cat,47.82862097,-7.048023941,-0.582248137,1.618531882,-0.920209466,1.359957203,1.460588817,-0.565139242,0.551033207,0.837713218,0.526224025,-0.744116208,1.170918264,4.864439052,8.681275801,104.2477938,54.66404694,-29.96858191,-0.452509164,-0.343324459,0.058804393,-0.21036881,-0.688054049,0.920793214,-0.52496414,0.406531011,-0.329800538,0.245617549,1.098153851,2.581499898,28.11489522,17.62560395,18.84967867,-20.00857175,32.7272428,-0.102787045,0.510064734,1.237691819,0.176488518,2.618551718,1.121155017,-1.421941811,1.85318809,0.054263216,1.46297597,13.29565415,21.09844595,-30.08789362,-6.624187436,54.45735614,5.275712815,4.13254472,0.656764618,0.455002865,0.206932548,-0.681267376,-1.237038437,-0.25670568,1.582973535,-1.610841579,4.039435594,-14.47447802,-5.855275239,12.74426161,-50.47516155,-25.27232139,8.155415183,-12.87925307,-17.72818208,0.123576135,1.628358008,-2.021812195,0.250383338,-2.485099675,0.66437376,2.788415827,0.938091655,5.118677455,0.903893871,9.380102227,-1.896265497,-1.367824611,-6.778503141,-9.071636851,17.26729489,11.22206298,-1.545814163,0.725368059,-0.547737654,1.547748136,-0.531983696,7.318893987,-3.76412758,-6.484342708,-3.996958591,0.282917512,6.744735434,0.62333437,-0.790984969,8.037184759,5.474812122,-9.789035108,3.200341248,0.317971043,1.42099881,0.04721466,3.612375868,-3.7565026,2.101110207,0.267745796,-0.064786003,0.42126618,-0.311854075,-1.491924112,-0.282276268,-0.888116395,2.465222018,-0.283707989,-0.063491127,0.247418153,1.08506201,0.396688827,0.45832473,-0.263612488,0.617424202,0.273781608,0.273486687,-0.097748031,-0.07777194,0.080970399,-0.141326149,0.173050444,0.760141919,0.605032306,0.154986345,0.325852187,0.006139555,0.568118273,0.074653148,-0.000445612,-0.336824888,0.068159485,0.360924226,0.433137243,0.130414183,-0.091509844,0.509794868,0.036898923,0.093683717,-0.015354788,0.561875725
cat,-19.63231536,-140.5475573,-59.62961893,43.62429094,-20.80663301,-27.98132645,0.127282389,-3.933261076,2.870158573,-0.129656533,-13.49939964,-4.988868725,1.283309413,-0.364446619,-5.425600899,-2.092212176,-4.539577863,1.685484694,1.419755403,1.79418188,-1.009981151,-0.507925605,-4.125535211,-0.73338771,-4.030275358,3.285539463,0.485496128,0.251645834,0.572445737,0.447240997,2.026171711,-0.553865947,-0.863863842,0.274955353,1.151651044,0.622997585,0.397614423,-0.073824955,-0.823256185,-0.807222346,-0.269492408,-0.600031228,-0.323325199,0.078639776,1.361547865,-1.307138117,-0.379255594,0.222136138,-0.395262833,-0.438820023,0.979761594,1.151190596,0.719887275,-0.18341963,-1.080575299,0.240111032,-0.028900748,0.194006621,-0.132750788,-0.012723073,-0.070887718,0.770060105,0.41872624,-0.256949231,0.53674983,-0.135512507,0.171329579,-0.336307696,0.430646515,0.492915295,-0.043681237,0.671188058,-0.158581175,-0.06156454,-0.075184804,0.06969969,-0.008304134,0.225033611,-0.267615392,-0.155913139,-0.259421278,-0.280468669,-0.529159548,-0.569301945,-0.560613761,-0.159628905,0.235498277,-0.458583215,0.145608569,0.41581576,0.780566415,0.258214292,0.003292236,0.240709679,-0.418428588,0.236523773,-0.110962095,-0.053257304,-0.021132095,0.265573977,-0.026701048,-0.259485429,0.073900498,0.195957037,-0.046259594,-0.044836775,-0.106376154,-0.135686632,0.148495931,0.050425732,0.136916284,-0.28440702,-0.178563948,0.054641886,-0.030961489,-0.093857112,-0.291491692,-0.01067126,0.100585406,-0.066942777,0.482641933,0.454829329,-0.647361958,0.337099917,-0.295453383,0.157477561,0.359527743,0.054538474,-0.042792786,-0.240632699,0.213380695,0.323935617,-0.227983904,-0.045940338,-0.137902171,0.211679758,0.07916227,0.181460832,0.221067086,0.15920838,0.13827287,0.026463424,0.300649512,0.028268916,0.125085049,-0.042589734,0.08640355,-0.068929548,0.167527721,-0.019128945,0.194583217
